## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.custom1,entity.custom2,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
1138,Giraffes Can't Dance,Fiction,Giles Andreae,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2019,1,,,,,,,,,,,,
1139,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Non Fiction,Rachel Hollis,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2019,1,,,,,,,,,,,,
1140,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Non Fiction,Rachel Hollis,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2018,1,,,,,,,,,,,,
1141,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Non Fiction,Rachel Hollis,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2019,1,,,,,,,,,,,,
1142,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Non Fiction,Glenn Beck,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2009,1,,,,,,,,,,,,
1143,Go Set a Watchman: A Novel,Fiction,Harper Lee,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,19,2015,1,,,,,,,,,,,,
1144,Go the F**k to Sleep,Fiction,Adam Mansbach,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,9,2011,1,,,,,,,,,,,,
1145,Going Rogue: An American Life,Non Fiction,Sarah Palin,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,6,2009,1,,,,,,,,,,,,
1146,Gone Girl,Fiction,Gillian Flynn,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2012,1,,,,,,,,,,,,
1147,Gone Girl,Fiction,Gillian Flynn,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2013,1,,,,,,,,,,,,
1148,Gone Girl,Fiction,Gillian Flynn,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,9,2014,1,,,,,,,,,,,,
1149,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Non Fiction,Pretty Simple Press,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,6,2019,1,,,,,,,,,,,,
1150,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,Jim Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2009,1,,,,,,,,,,,,
1151,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,Jim Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2010,1,,,,,,,,,,,,
1152,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,Jim Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2011,1,,,,,,,,,,,,
1153,Good to Great: Why Some Companies Make the Leap and Others Don't,Non Fiction,Jim Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2012,1,,,,,,,,,,,,
1154,Goodnight Moon,Fiction,Margaret Wise Brown,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,5,2017,1,,,,,,,,,,,,
1155,Goodnight Moon,Fiction,Margaret Wise Brown,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,5,2018,1,,,,,,,,,,,,
1156,Goodnight Moon,Fiction,Margaret Wise Brown,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,5,2019,1,,,,,,,,,,,,
1157,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Fiction,Sherri Duskey Rinker,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2012,1,,,,,,,,,,,,
1158,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Fiction,Sherri Duskey Rinker,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2013,1,,,,,,,,,,,,
1159,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",Non Fiction,David Perlmutter MD,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2014,1,,,,,,,,,,,,
1160,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),Fiction,E L James,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2015,1,,,,,,,,,,,,
1161,Guts,Non Fiction,Raina Telgemeier,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2019,1,,,,,,,,,,,,
1162,Hamilton: The Revolution,Non Fiction,Lin-Manuel Miranda,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,54,2016,1,,,,,,,,,,,,
1163,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Non Fiction,Phil Robertson,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2013,1,,,,,,,,,,,,
1164,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",Fiction,J.K. Rowling,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,30,2016,1,,,,,,,,,,,,
1165,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Fiction,J.K. Rowling,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2016,1,,,,,,,,,,,,
1166,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Fiction,J. K. Rowling,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,18,2019,1,,,,,,,,,,,,
1167,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",Fiction,J.K. Rowling,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,30,2017,1,,,,,,,,,,,,
1168,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",Fiction,J.K. Rowling,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,22,2016,1,,,,,,,,,,,,
1169,Harry Potter Coloring Book,Non Fiction,Scholastic,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,9,2015,1,,,,,,,,,,,,
1170,Harry Potter Paperback Box Set (Books 1-7),Fiction,J. K. Rowling,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,52,2016,1,,,,,,,,,,,,
1171,Have a Little Faith: A True Story,Non Fiction,Mitch Albom,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2009,1,,,,,,,,,,,,
1172,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Non Fiction,Todd Burpo,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2011,1,,,,,,,,,,,,
1173,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Non Fiction,Todd Burpo,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2012,1,,,,,,,,,,,,
1174,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Non Fiction,J. D. Vance,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2016,1,,,,,,,,,,,,
1175,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Non Fiction,J. D. Vance,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2017,1,,,,,,,,,,,,
1176,Homebody: A Guide to Creating Spaces You Never Want to Leave,Non Fiction,Joanna Gaines,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,22,2018,1,,,,,,,,,,,,
1177,How to Win Friends & Influence People,Non Fiction,Dale Carnegie,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2014,1,,,,,,,,,,,,
1178,How to Win Friends & Influence People,Non Fiction,Dale Carnegie,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2015,1,,,,,,,,,,,,
1179,How to Win Friends & Influence People,Non Fiction,Dale Carnegie,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2016,1,,,,,,,,,,,,
1180,How to Win Friends & Influence People,Non Fiction,Dale Carnegie,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2017,1,,,,,,,,,,,,
1181,How to Win Friends & Influence People,Non Fiction,Dale Carnegie,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2018,1,,,,,,,,,,,,
1182,Howard Stern Comes Again,Non Fiction,Howard Stern,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,16,2019,1,,,,,,,,,,,,
1183,Humans of New York,Non Fiction,Brandon Stanton,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,15,2013,1,,,,,,,,,,,,
1184,Humans of New York,Non Fiction,Brandon Stanton,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,15,2014,1,,,,,,,,,,,,
1185,Humans of New York : Stories,Non Fiction,Brandon Stanton,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,17,2015,1,,,,,,,,,,,,
1186,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Non Fiction,Allie Brosh,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,17,2013,1,,,,,,,,,,,,
1187,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Non Fiction,Hopscotch Girls,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2019,1,,,,,,,,,,,,
1188,"I, Alex Cross",Fiction,James Patterson,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2009,1,,,,,,,,,,,,
1189,If Animals Kissed Good Night,Fiction,Ann Whitford Paul,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2017,1,,,,,,,,,,,,
1190,If Animals Kissed Good Night,Fiction,Ann Whitford Paul,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2019,1,,,,,,,,,,,,
1191,If I Stay,Fiction,Gayle Forman,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,9,2014,1,,,,,,,,,,,,
1192,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Non Fiction,Eric Larson,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,21,2011,1,,,,,,,,,,,,
1193,Inferno,Fiction,Dan Brown,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2013,1,,,,,,,,,,,,
1194,Inheritance: Book IV (Inheritance Cycle),Fiction,Christopher Paolini,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,20,2011,1,,,,,,,,,,,,
1195,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Non Fiction,Jennifer Smith,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2019,1,,,,,,,,,,,,
1196,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Non Fiction,Jennifer Smith,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2018,1,,,,,,,,,,,,
1197,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Non Fiction,Lysa TerKeurst,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2019,1,,,,,,,,,,,,
1198,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,Sarah Young,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2011,1,,,,,,,,,,,,
1199,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,Sarah Young,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2012,1,,,,,,,,,,,,
1200,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,Sarah Young,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2013,1,,,,,,,,,,,,
1201,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,Sarah Young,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2014,1,,,,,,,,,,,,
1202,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,Sarah Young,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2015,1,,,,,,,,,,,,
1203,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Non Fiction,Sarah Young,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2016,1,,,,,,,,,,,,
1204,JOURNEY TO THE ICE P,Fiction,RH Disney,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,0,2014,1,,,,,,,,,,,,
1205,Joyland (Hard Case Crime),Fiction,Stephen King,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2013,1,,,,,,,,,,,,
1206,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,Non Fiction,David Grann,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,17,2017,1,,,,,,,,,,,,
1207,Killing Jesus (Bill O'Reilly's Killing Series),Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2013,1,,,,,,,,,,,,
1208,Killing Kennedy: The End of Camelot,Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,25,2012,1,,,,,,,,,,,,
1209,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2011,1,,,,,,,,,,,,
1210,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2012,1,,,,,,,,,,,,
1211,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,6,2014,1,,,,,,,,,,,,
1212,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,5,2015,1,,,,,,,,,,,,
1213,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Non Fiction,Bill O'Reilly,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,6,2016,1,,,,,,,,,,,,
1214,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Non Fiction,Anthony Bourdain,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2018,1,,,,,,,,,,,,
1215,Knock-Knock Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2013,1,,,,,,,,,,,,
1216,Knock-Knock Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2014,1,,,,,,,,,,,,
1217,Knock-Knock Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2015,1,,,,,,,,,,,,
1218,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Fiction,Jill Twiss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2018,1,,,,,,,,,,,,
1219,Laugh-Out-Loud Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2013,1,,,,,,,,,,,,
1220,Laugh-Out-Loud Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2014,1,,,,,,,,,,,,
1221,Laugh-Out-Loud Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2015,1,,,,,,,,,,,,
1222,Laugh-Out-Loud Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2016,1,,,,,,,,,,,,
1223,Laugh-Out-Loud Jokes for Kids,Non Fiction,Rob Elliott,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,4,2017,1,,,,,,,,,,,,
1224,"Lean In: Women, Work, and the Will to Lead",Non Fiction,Sheryl Sandberg,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2013,1,,,,,,,,,,,,
1225,Leonardo da Vinci,Non Fiction,Walter Isaacson,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,21,2017,1,,,,,,,,,,,,
1226,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Non Fiction,Paper Peony Press,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,6,2018,1,,,,,,,,,,,,
1227,Liberty and Tyranny: A Conservative Manifesto,Non Fiction,Mark R. Levin,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,15,2009,1,,,,,,,,,,,,
1228,Life,Non Fiction,Keith Richards,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,18,2010,1,,,,,,,,,,,,
1229,Little Bee: A Novel,Fiction,Chris Cleave,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2010,1,,,,,,,,,,,,
1230,Little Blue Truck,Fiction,Alice Schertle,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,0,2014,1,,,,,,,,,,,,
1231,Little Fires Everywhere,Fiction,Celeste Ng,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2018,1,,,,,,,,,,,,
1232,Looking for Alaska,Fiction,John Green,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2014,1,,,,,,,,,,,,
1233,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Non Fiction,Rob Bell,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2011,1,,,,,,,,,,,,
1234,Love You Forever,Fiction,Robert Munsch,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,5,2014,1,,,,,,,,,,,,
1235,Love You Forever,Fiction,Robert Munsch,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,5,2015,1,,,,,,,,,,,,
1236,Magnolia Table: A Collection of Recipes for Gathering,Non Fiction,Joanna Gaines,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,16,2018,1,,,,,,,,,,,,
1237,Make It Ahead: A Barefoot Contessa Cookbook,Non Fiction,Ina Garten,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,20,2014,1,,,,,,,,,,,,
1238,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Non Fiction,Admiral William H. McRaven,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2017,1,,,,,,,,,,,,
1239,"Mastering the Art of French Cooking, Vol. 2",Non Fiction,Julia Child,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,27,2009,1,,,,,,,,,,,,
1240,Milk and Honey,Non Fiction,Rupi Kaur,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2016,1,,,,,,,,,,,,
1241,Milk and Honey,Non Fiction,Rupi Kaur,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2017,1,,,,,,,,,,,,
1242,Milk and Honey,Non Fiction,Rupi Kaur,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2018,1,,,,,,,,,,,,
1243,Milk and Vine: Inspirational Quotes From Classic Vines,Non Fiction,Adam Gasiewski,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,6,2017,1,,,,,,,,,,,,
1244,Mindset: The New Psychology of Success,Non Fiction,Carol S. Dweck,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2014,1,,,,,,,,,,,,
1245,Mindset: The New Psychology of Success,Non Fiction,Carol S. Dweck,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2015,1,,,,,,,,,,,,
1246,Mindset: The New Psychology of Success,Non Fiction,Carol S. Dweck,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2016,1,,,,,,,,,,,,
1247,Mockingjay (The Hunger Games),Fiction,Suzanne Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2010,1,,,,,,,,,,,,
1248,Mockingjay (The Hunger Games),Fiction,Suzanne Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2011,1,,,,,,,,,,,,
1249,Mockingjay (The Hunger Games),Fiction,Suzanne Collins,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2012,1,,,,,,,,,,,,
1250,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Non Fiction,Crispin Boyer,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,16,2019,1,,,,,,,,,,,,
1251,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Non Fiction,Amy Shields,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2019,1,,,,,,,,,,,,
1252,New Moon (The Twilight Saga),Fiction,Stephenie Meyer,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,10,2009,1,,,,,,,,,,,,
1253,Night (Night),Non Fiction,Elie Wiesel,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,9,2016,1,,,,,,,,,,,,
1254,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Non Fiction,Mark Owen,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,14,2012,1,,,,,,,,,,,,
1255,Obama: An Intimate Portrait,Non Fiction,Pete Souza,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,22,2017,1,,,,,,,,,,,,
1256,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2012,1,,,,,,,,,,,,
1257,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2013,1,,,,,,,,,,,,
1258,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2014,1,,,,,,,,,,,,
1259,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2015,1,,,,,,,,,,,,
1260,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2016,1,,,,,,,,,,,,
1261,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2017,1,,,,,,,,,,,,
1262,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2018,1,,,,,,,,,,,,
1263,"Oh, the Places You'll Go!",Fiction,Dr. Seuss,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,8,2019,1,,,,,,,,,,,,
1264,Old School (Diary of a Wimpy Kid #10),Fiction,Jeff Kinney,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,7,2015,1,,,,,,,,,,,,
1265,Olive Kitteridge,Fiction,Elizabeth Strout,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,12,2009,1,,,,,,,,,,,,
1266,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Non Fiction,Ann Voskamp,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2011,1,,,,,,,,,,,,
1267,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Non Fiction,Ann Voskamp,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2012,1,,,,,,,,,,,,
1268,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Non Fiction,Sheryl Sandberg,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,9,2017,1,,,,,,,,,,,,
1269,Origin: A Novel (Robert Langdon),Fiction,Dan Brown,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,13,2017,1,,,,,,,,,,,,
1270,Orphan Train,Fiction,Christina Baker Kline,https://lacountylibrary.org/wp-content/uploads/2020/11/More-bks-URL-1536x864.png,11,2014,1,,,,,,,,,,,,
